ORGANIZACIONES POLÍTICAS,TOTAL,%VÁLIDOS,%EMITIDOS,DEPARTAMENTO,PROVINCIA,DISTRITO
UNION POR EL PERU,100,5.869%,4.055%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
RENOVACION POPULAR,14,0.822%,0.568%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
RENACIMIENTO UNIDO NACIONAL,13,0.763%,0.527%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
PARTIDO DEMOCRATICO SOMOS PERU,3,0.176%,0.122%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
PARTIDO POLITICO NACIONAL PERU LIBRE,1187,69.660%,48.135%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
DEMOCRACIA DIRECTA,3,0.176%,0.122%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
ALIANZA PARA EL PROGRESO,7,0.411%,0.284%,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS
PARTIDO NACIONALISTA PERUANO,55,6.271%,4.519%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",10,1.140%,0.822%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PARTIDO MORADO,13,1.482%,1.068%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PERU PATRIA SEGURA,2,0.228%,0.164%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
VICTORIA NACIONAL,2,0.228%,0.164%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
ACCION POPULAR,86,9.806%,7.067%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,11,1.254%,0.904%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PODEMOS PERU,4,0.456%,0.329%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
JUNTOS POR EL PERU,63,7.184%,5.177%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PARTIDO POPULAR CRISTIANO - PPC,1,0.114%,0.082%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
FUERZA POPULAR,36,4.105%,2.958%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
UNION POR EL PERU,14,1.596%,1.150%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
RENOVACION POPULAR,34,3.877%,2.794%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
RENACIMIENTO UNIDO NACIONAL,23,2.623%,1.890%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PARTIDO DEMOCRATICO SOMOS PERU,1,0.114%,0.082%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PARTIDO POLITICO NACIONAL PERU LIBRE,516,58.837%,42.399%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
DEMOCRACIA DIRECTA,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
ALIANZA PARA EL PROGRESO,6,0.684%,0.493%,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA
PARTIDO NACIONALISTA PERUANO,61,2.176%,1.614%,APURIMAC,ANDAHUAYLAS,KISHUARA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",22,0.785%,0.582%,APURIMAC,ANDAHUAYLAS,KISHUARA
PARTIDO MORADO,13,0.464%,0.344%,APURIMAC,ANDAHUAYLAS,KISHUARA
PERU PATRIA SEGURA,8,0.285%,0.212%,APURIMAC,ANDAHUAYLAS,KISHUARA
VICTORIA NACIONAL,18,0.642%,0.476%,APURIMAC,ANDAHUAYLAS,KISHUARA
ACCION POPULAR,134,4.781%,3.546%,APURIMAC,ANDAHUAYLAS,KISHUARA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,56,1.998%,1.482%,APURIMAC,ANDAHUAYLAS,KISHUARA
PODEMOS PERU,39,1.391%,1.032%,APURIMAC,ANDAHUAYLAS,KISHUARA
JUNTOS POR EL PERU,174,6.208%,4.604%,APURIMAC,ANDAHUAYLAS,KISHUARA
PARTIDO POPULAR CRISTIANO - PPC,10,0.357%,0.265%,APURIMAC,ANDAHUAYLAS,KISHUARA
FUERZA POPULAR,156,5.565%,4.128%,APURIMAC,ANDAHUAYLAS,KISHUARA
UNION POR EL PERU,120,4.281%,3.175%,APURIMAC,ANDAHUAYLAS,KISHUARA
RENOVACION POPULAR,44,1.570%,1.164%,APURIMAC,ANDAHUAYLAS,KISHUARA
RENACIMIENTO UNIDO NACIONAL,37,1.320%,0.979%,APURIMAC,ANDAHUAYLAS,KISHUARA
PARTIDO DEMOCRATICO SOMOS PERU,17,0.606%,0.450%,APURIMAC,ANDAHUAYLAS,KISHUARA
PARTIDO POLITICO NACIONAL PERU LIBRE,1878,67.000%,49.696%,APURIMAC,ANDAHUAYLAS,KISHUARA
DEMOCRACIA DIRECTA,4,0.143%,0.106%,APURIMAC,ANDAHUAYLAS,KISHUARA
ALIANZA PARA EL PROGRESO,12,0.428%,0.318%,APURIMAC,ANDAHUAYLAS,KISHUARA
PARTIDO NACIONALISTA PERUANO,28,1.585%,1.195%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",20,1.132%,0.853%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PARTIDO MORADO,3,0.170%,0.128%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PERU PATRIA SEGURA,2,0.113%,0.085%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
VICTORIA NACIONAL,10,0.566%,0.427%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
ACCION POPULAR,135,7.640%,5.759%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,28,1.585%,1.195%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PODEMOS PERU,11,0.623%,0.469%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
JUNTOS POR EL PERU,262,14.827%,11.177%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
FUERZA POPULAR,104,5.886%,4.437%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
UNION POR EL PERU,45,2.547%,1.920%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
RENOVACION POPULAR,48,2.716%,2.048%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
RENACIMIENTO UNIDO NACIONAL,9,0.509%,0.384%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PARTIDO DEMOCRATICO SOMOS PERU,5,0.283%,0.213%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PARTIDO POLITICO NACIONAL PERU LIBRE,1008,57.046%,43.003%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
DEMOCRACIA DIRECTA,37,2.094%,1.578%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
ALIANZA PARA EL PROGRESO,12,0.679%,0.512%,APURIMAC,ANDAHUAYLAS,PACOBAMBA
PARTIDO NACIONALISTA PERUANO,101,2.719%,2.122%,APURIMAC,ANDAHUAYLAS,PACUCHA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",15,0.404%,0.315%,APURIMAC,ANDAHUAYLAS,PACUCHA
PARTIDO MORADO,36,0.969%,0.756%,APURIMAC,ANDAHUAYLAS,PACUCHA
PERU PATRIA SEGURA,8,0.215%,0.168%,APURIMAC,ANDAHUAYLAS,PACUCHA
VICTORIA NACIONAL,29,0.781%,0.609%,APURIMAC,ANDAHUAYLAS,PACUCHA
ACCION POPULAR,330,8.883%,6.933%,APURIMAC,ANDAHUAYLAS,PACUCHA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,62,1.669%,1.303%,APURIMAC,ANDAHUAYLAS,PACUCHA
PODEMOS PERU,72,1.938%,1.513%,APURIMAC,ANDAHUAYLAS,PACUCHA
JUNTOS POR EL PERU,247,6.649%,5.189%,APURIMAC,ANDAHUAYLAS,PACUCHA
PARTIDO POPULAR CRISTIANO - PPC,5,0.135%,0.105%,APURIMAC,ANDAHUAYLAS,PACUCHA
FUERZA POPULAR,174,4.684%,3.655%,APURIMAC,ANDAHUAYLAS,PACUCHA
UNION POR EL PERU,74,1.992%,1.555%,APURIMAC,ANDAHUAYLAS,PACUCHA
RENOVACION POPULAR,101,2.719%,2.122%,APURIMAC,ANDAHUAYLAS,PACUCHA
RENACIMIENTO UNIDO NACIONAL,46,1.238%,0.966%,APURIMAC,ANDAHUAYLAS,PACUCHA
PARTIDO DEMOCRATICO SOMOS PERU,18,0.485%,0.378%,APURIMAC,ANDAHUAYLAS,PACUCHA
PARTIDO POLITICO NACIONAL PERU LIBRE,2338,62.934%,49.118%,APURIMAC,ANDAHUAYLAS,PACUCHA
DEMOCRACIA DIRECTA,18,0.485%,0.378%,APURIMAC,ANDAHUAYLAS,PACUCHA
ALIANZA PARA EL PROGRESO,41,1.104%,0.861%,APURIMAC,ANDAHUAYLAS,PACUCHA
PARTIDO NACIONALISTA PERUANO,14,1.879%,1.223%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",5,0.671%,0.437%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PARTIDO MORADO,25,3.356%,2.183%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PERU PATRIA SEGURA,1,0.134%,0.087%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
VICTORIA NACIONAL,7,0.940%,0.611%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
ACCION POPULAR,117,15.705%,10.218%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,31,4.161%,2.707%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PODEMOS PERU,31,4.161%,2.707%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
JUNTOS POR EL PERU,64,8.591%,5.590%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PARTIDO POPULAR CRISTIANO - PPC,2,0.268%,0.175%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
FUERZA POPULAR,67,8.993%,5.852%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
UNION POR EL PERU,9,1.208%,0.786%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
RENOVACION POPULAR,13,1.745%,1.135%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
RENACIMIENTO UNIDO NACIONAL,8,1.074%,0.699%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PARTIDO DEMOCRATICO SOMOS PERU,4,0.537%,0.349%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PARTIDO POLITICO NACIONAL PERU LIBRE,342,45.906%,29.869%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
DEMOCRACIA DIRECTA,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
ALIANZA PARA EL PROGRESO,5,0.671%,0.437%,APURIMAC,ANDAHUAYLAS,PAMPACHIRI
PARTIDO NACIONALISTA PERUANO,11,3.022%,2.296%,APURIMAC,ANDAHUAYLAS,POMACOCHA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",3,0.824%,0.626%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PARTIDO MORADO,1,0.275%,0.209%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PERU PATRIA SEGURA,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,POMACOCHA
VICTORIA NACIONAL,1,0.275%,0.209%,APURIMAC,ANDAHUAYLAS,POMACOCHA
ACCION POPULAR,59,16.209%,12.317%,APURIMAC,ANDAHUAYLAS,POMACOCHA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,3,0.824%,0.626%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PODEMOS PERU,2,0.549%,0.418%,APURIMAC,ANDAHUAYLAS,POMACOCHA
JUNTOS POR EL PERU,44,12.088%,9.186%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,POMACOCHA
FUERZA POPULAR,41,11.264%,8.559%,APURIMAC,ANDAHUAYLAS,POMACOCHA
UNION POR EL PERU,6,1.648%,1.253%,APURIMAC,ANDAHUAYLAS,POMACOCHA
RENOVACION POPULAR,7,1.923%,1.461%,APURIMAC,ANDAHUAYLAS,POMACOCHA
RENACIMIENTO UNIDO NACIONAL,6,1.648%,1.253%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PARTIDO DEMOCRATICO SOMOS PERU,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PARTIDO POLITICO NACIONAL PERU LIBRE,177,48.626%,36.952%,APURIMAC,ANDAHUAYLAS,POMACOCHA
DEMOCRACIA DIRECTA,1,0.275%,0.209%,APURIMAC,ANDAHUAYLAS,POMACOCHA
ALIANZA PARA EL PROGRESO,2,0.549%,0.418%,APURIMAC,ANDAHUAYLAS,POMACOCHA
PARTIDO NACIONALISTA PERUANO,124,13.177%,8.883%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",12,1.275%,0.860%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PARTIDO MORADO,12,1.275%,0.860%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PERU PATRIA SEGURA,4,0.425%,0.287%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
VICTORIA NACIONAL,4,0.425%,0.287%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
ACCION POPULAR,80,8.502%,5.731%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,16,1.700%,1.146%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PODEMOS PERU,14,1.488%,1.003%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
JUNTOS POR EL PERU,29,3.082%,2.077%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PARTIDO POPULAR CRISTIANO - PPC,1,0.106%,0.072%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
FUERZA POPULAR,95,10.096%,6.805%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
UNION POR EL PERU,21,2.232%,1.504%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
RENOVACION POPULAR,10,1.063%,0.716%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
RENACIMIENTO UNIDO NACIONAL,23,2.444%,1.648%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PARTIDO DEMOCRATICO SOMOS PERU,4,0.425%,0.287%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PARTIDO POLITICO NACIONAL PERU LIBRE,483,51.328%,34.599%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
DEMOCRACIA DIRECTA,3,0.319%,0.215%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
ALIANZA PARA EL PROGRESO,6,0.638%,0.430%,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI
PARTIDO NACIONALISTA PERUANO,165,1.839%,1.453%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",33,0.368%,0.291%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PARTIDO MORADO,60,0.669%,0.528%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PERU PATRIA SEGURA,12,0.134%,0.106%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
VICTORIA NACIONAL,76,0.847%,0.669%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
ACCION POPULAR,692,7.715%,6.094%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,355,3.958%,3.126%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PODEMOS PERU,188,2.096%,1.656%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
JUNTOS POR EL PERU,517,5.764%,4.553%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PARTIDO POPULAR CRISTIANO - PPC,36,0.401%,0.317%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
FUERZA POPULAR,420,4.682%,3.698%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
UNION POR EL PERU,235,2.620%,2.069%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
RENOVACION POPULAR,402,4.482%,3.540%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
RENACIMIENTO UNIDO NACIONAL,105,1.171%,0.925%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PARTIDO DEMOCRATICO SOMOS PERU,25,0.279%,0.220%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PARTIDO POLITICO NACIONAL PERU LIBRE,5530,61.650%,48.697%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
DEMOCRACIA DIRECTA,18,0.201%,0.159%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
ALIANZA PARA EL PROGRESO,101,1.126%,0.889%,APURIMAC,ANDAHUAYLAS,SAN JERONIMO
PARTIDO NACIONALISTA PERUANO,29,4.517%,3.046%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,0.623%,0.420%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PARTIDO MORADO,3,0.467%,0.315%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PERU PATRIA SEGURA,0,0.000%,0.000%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
VICTORIA NACIONAL,3,0.467%,0.315%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
ACCION POPULAR,97,15.109%,10.189%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,21,3.271%,2.206%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PODEMOS PERU,7,1.090%,0.735%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
JUNTOS POR EL PERU,17,2.648%,1.786%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PARTIDO POPULAR CRISTIANO - PPC,2,0.312%,0.210%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
FUERZA POPULAR,26,4.050%,2.731%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
UNION POR EL PERU,14,2.181%,1.471%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
RENOVACION POPULAR,16,2.492%,1.681%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
RENACIMIENTO UNIDO NACIONAL,13,2.025%,1.366%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PARTIDO DEMOCRATICO SOMOS PERU,4,0.623%,0.420%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PARTIDO POLITICO NACIONAL PERU LIBRE,382,59.502%,40.126%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
DEMOCRACIA DIRECTA,1,0.156%,0.105%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
ALIANZA PARA EL PROGRESO,3,0.467%,0.315%,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA
PARTIDO NACIONALISTA PERUANO,255,7.242%,5.329%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",21,0.596%,0.439%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PARTIDO MORADO,13,0.369%,0.272%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PERU PATRIA SEGURA,11,0.312%,0.230%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
VICTORIA NACIONAL,22,0.625%,0.460%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
ACCION POPULAR,235,6.674%,4.911%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,59,1.676%,1.233%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PODEMOS PERU,47,1.335%,0.982%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
JUNTOS POR EL PERU,115,3.266%,2.403%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PARTIDO POPULAR CRISTIANO - PPC,8,0.227%,0.167%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
FUERZA POPULAR,462,13.121%,9.655%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
UNION POR EL PERU,51,1.448%,1.066%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
RENOVACION POPULAR,125,3.550%,2.612%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
RENACIMIENTO UNIDO NACIONAL,88,2.499%,1.839%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PARTIDO DEMOCRATICO SOMOS PERU,25,0.710%,0.522%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PARTIDO POLITICO NACIONAL PERU LIBRE,1952,55.439%,40.794%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
DEMOCRACIA DIRECTA,7,0.199%,0.146%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
ALIANZA PARA EL PROGRESO,25,0.710%,0.522%,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO
PARTIDO NACIONALISTA PERUANO,182,2.251%,1.805%,APURIMAC,ANDAHUAYLAS,TALAVERA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",25,0.309%,0.248%,APURIMAC,ANDAHUAYLAS,TALAVERA
PARTIDO MORADO,62,0.767%,0.615%,APURIMAC,ANDAHUAYLAS,TALAVERA
PERU PATRIA SEGURA,21,0.260%,0.208%,APURIMAC,ANDAHUAYLAS,TALAVERA
VICTORIA NACIONAL,132,1.632%,1.309%,APURIMAC,ANDAHUAYLAS,TALAVERA
ACCION POPULAR,585,7.235%,5.802%,APURIMAC,ANDAHUAYLAS,TALAVERA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,364,4.502%,3.610%,APURIMAC,ANDAHUAYLAS,TALAVERA
PODEMOS PERU,264,3.265%,2.619%,APURIMAC,ANDAHUAYLAS,TALAVERA
JUNTOS POR EL PERU,355,4.390%,3.521%,APURIMAC,ANDAHUAYLAS,TALAVERA
PARTIDO POPULAR CRISTIANO - PPC,23,0.284%,0.228%,APURIMAC,ANDAHUAYLAS,TALAVERA
FUERZA POPULAR,562,6.950%,5.574%,APURIMAC,ANDAHUAYLAS,TALAVERA
UNION POR EL PERU,158,1.954%,1.567%,APURIMAC,ANDAHUAYLAS,TALAVERA
RENOVACION POPULAR,447,5.528%,4.434%,APURIMAC,ANDAHUAYLAS,TALAVERA
RENACIMIENTO UNIDO NACIONAL,66,0.816%,0.655%,APURIMAC,ANDAHUAYLAS,TALAVERA
PARTIDO DEMOCRATICO SOMOS PERU,47,0.581%,0.466%,APURIMAC,ANDAHUAYLAS,TALAVERA
PARTIDO POLITICO NACIONAL PERU LIBRE,4664,57.680%,46.261%,APURIMAC,ANDAHUAYLAS,TALAVERA
DEMOCRACIA DIRECTA,9,0.111%,0.089%,APURIMAC,ANDAHUAYLAS,TALAVERA
ALIANZA PARA EL PROGRESO,120,1.484%,1.190%,APURIMAC,ANDAHUAYLAS,TALAVERA
PARTIDO NACIONALISTA PERUANO,15,2.471%,1.738%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,0.659%,0.463%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PARTIDO MORADO,15,2.471%,1.738%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PERU PATRIA SEGURA,3,0.494%,0.348%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
VICTORIA NACIONAL,3,0.494%,0.348%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
ACCION POPULAR,72,11.862%,8.343%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,12,1.977%,1.390%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PODEMOS PERU,7,1.153%,0.811%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
JUNTOS POR EL PERU,22,3.624%,2.549%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PARTIDO POPULAR CRISTIANO - PPC,3,0.494%,0.348%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
FUERZA POPULAR,39,6.425%,4.519%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
UNION POR EL PERU,5,0.824%,0.579%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
RENOVACION POPULAR,16,2.636%,1.854%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
RENACIMIENTO UNIDO NACIONAL,14,2.306%,1.622%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PARTIDO DEMOCRATICO SOMOS PERU,3,0.494%,0.348%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PARTIDO POLITICO NACIONAL PERU LIBRE,371,61.120%,42.990%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
DEMOCRACIA DIRECTA,1,0.165%,0.116%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
ALIANZA PARA EL PROGRESO,2,0.329%,0.232%,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
PARTIDO NACIONALISTA PERUANO,64,4.140%,3.125%,APURIMAC,ANDAHUAYLAS,TURPO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",7,0.453%,0.342%,APURIMAC,ANDAHUAYLAS,TURPO
PARTIDO MORADO,14,0.906%,0.684%,APURIMAC,ANDAHUAYLAS,TURPO
PERU PATRIA SEGURA,3,0.194%,0.146%,APURIMAC,ANDAHUAYLAS,TURPO
VICTORIA NACIONAL,12,0.776%,0.586%,APURIMAC,ANDAHUAYLAS,TURPO
ACCION POPULAR,131,8.473%,6.396%,APURIMAC,ANDAHUAYLAS,TURPO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,38,2.458%,1.855%,APURIMAC,ANDAHUAYLAS,TURPO
PODEMOS PERU,20,1.294%,0.977%,APURIMAC,ANDAHUAYLAS,TURPO
